MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,MRR Site Name,MRR Site Basin Name
ROZTAL,ROZ - Release into the Tailrace within 0.5 km downstream of Dam,539.206,Intra-Dam Release Site,17030001,Upper Yakima,46.74906376,-120.4657655,ROZTAL - ROZ - Release into the Tailrace within 0.5 km downstream of Dam,Yakima
RPDTRP,Rapid River Smolt Trap,522.303.140.007.006,Trap or Weir,17060210,Little Salmon,45.35841253,-116.3880378,RPDTRP - Rapid River Smolt Trap,Salmon
RRE,Rocky Reach Dam,763,Dam,17020010,Upper Columbia-Entiat,47.53311871,-120.2942431,RRE - Rocky Reach Dam,Upper Columbia
RREBYP,RRE - Release into the Facility Bypass Flume/Pipe,763,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.53311871,-120.2942431,RREBYP - RRE - Release into the Facility Bypass Flume/Pipe,Upper Columbia
RRERRR,RRE - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,763,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.53311871,-120.2942431,RRERRR - RRE - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,Upper Columbia
RRETAL,RRE - Release into the Tailrace within 0.5 km downstream of Dam,763,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.53311871,-120.2942431,RRETAL - RRE - Release into the Tailrace within 0.5 km downstream of Dam,Upper Columbia
RSSNIS,"Russian Island, Columbia River Estuary",36,Other,17080006,Lower Columbia,46.19108869,-123.6563143,"RSSNIS - Russian Island, Columbia River Estuary",Lower Columbia
RUBYC,"Ruby Creek, Secesh River",522.303.215.059.048,River,17060208,South Fork Salmon,45.21994757,-115.8780383,"RUBYC - Ruby Creek, Secesh River",Salmon
RUNNIC,Running Creek,522.224.120.037.253,River,17060301,Upper Selway,45.8494215,-114.937848,RUNNIC - Running Creek,Clearwater
RUSHC,"Rush Creek, tributary of Big Creek, Middle Fork Salmon River",522.303.319.029.011,River,17060206,Lower Middle Fork Salmon,45.04810408,-114.9817971,"RUSHC - Rush Creek, tributary of Big Creek, Middle Fork Salmon River",Salmon
RUSHWF,"West Fork Rush Creek, Big Creek watershed, MF Salmon River",522.303.319.029.011.013,River,17060206,Lower Middle Fork Salmon,45.05902111,-115.035739,"RUSHWF - West Fork Rush Creek, Big Creek watershed, MF Salmon River",Salmon
RYANC,"Ryan Creek, Umatilla River",465.132,River,17070103,Umatilla,45.67299096,-118.3036468,"RYANC - Ryan Creek, Umatilla River",Middle Columbia
SABEC,Sabe Creek,522.303.272,River,17060207,Middle Salmon-Chamberlain,45.59014591,-114.9657226,SABEC - Sabe Creek,Salmon
SACRMR,SACRAMENTO RIVER,~~~,River,N/A,,40.152,-122.199,SACRMR - SACRAMENTO RIVER,
SAEFSF,East Fork South Fork Salmon River,522.303.215.060,River,17060208,South Fork Salmon,44.96969013,-115.4770622,SAEFSF - East Fork South Fork Salmon River,Salmon
SALEFT,East Fork Salmon River Trap,522.303.552.029,Trap or Weir,17060201,Upper Salmon,44.11841284,-114.4289557,SALEFT - East Fork Salmon River Trap,Salmon
SALEFW,East Fork Salmon River Weir (Archaic - use SALEFT),522.303.552.030,Archaic,17060201,Upper Salmon,44.11841284,-114.4289557,SALEFW - East Fork Salmon River Weir (Archaic - use SALEFT),Salmon
SALMF1,Middle Fork Salmon River - mouth to Loon Creek (km 0-73),522.303.319,River Segment,17060206,Lower Middle Fork Salmon,45.03762557,-114.7252531,SALMF1 - Middle Fork Salmon River - mouth to Loon Creek (km 0-73),Salmon
SALMF2,Middle Fork Salmon River - Loon Creek to headwaters (km 73-170),522.303.319,River Segment,17060205,Upper Middle Fork Salmon,44.69847358,-115.1496662,SALMF2 - Middle Fork Salmon River - Loon Creek to headwaters (km 73-170),Salmon
SALMOC,Salmon Creek (tributary to Okanogan River),858.041,River,17020006,Okanogan,48.44602175,-119.666279,SALMOC - Salmon Creek (tributary to Okanogan River),Upper Columbia
SALR,SALMON RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),522.303,Archaic,N/A,,,,SALR - SALMON RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),
SALR1,Salmon River - mouth to above French Creek (km 0-171),522.303,River Segment,17060209,Lower Salmon,45.76420768,-116.3241497,SALR1 - Salmon River - mouth to above French Creek (km 0-171),Salmon
SALR2,Salmon River - above French Creek to Middle Fork Salmon River (km 171-319),522.303,River Segment,17060207,Middle Salmon-Chamberlain,45.53322743,-115.286501,SALR2 - Salmon River - above French Creek to Middle Fork Salmon River (km 171-319),Salmon
SALR3,Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),522.303,River Segment,17060203,Middle Salmon-Panther,45.26673719,-113.9010136,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),Salmon
SALR4,Salmon River - Pahsimeroi River to headwaters (km 489-650),522.303,River Segment,17060201,Upper Salmon,44.25448019,-114.6104977,SALR4 - Salmon River - Pahsimeroi River to headwaters (km 489-650),Salmon
SALREF,East Fork Salmon River,522.303.552,River,17060201,Upper Salmon,44.12878312,-114.4186736,SALREF - East Fork Salmon River,Salmon
SALRMF,Middle Fork Salmon River (Archaic - replaced with reach-specific definitions),522.303.319,Archaic,17060206,Lower Middle Fork Salmon,,,SALRMF - Middle Fork Salmon River (Archaic - replaced with reach-specific definitions),Salmon
SALRNF,North Fork Salmon River,522.303.381,River,17060203,Middle Salmon-Panther,45.54902927,-113.9365714,SALRNF - North Fork Salmon River,Salmon
SALRSF,South Fork Salmon River,522.303.215,River,17060208,South Fork Salmon,44.92815219,-115.7432958,SALRSF - South Fork Salmon River,Salmon
SALSFW,South Fork Salmon River Weir,522.303.215.115,Trap or Weir,17060208,South Fork Salmon,44.66687408,-115.7029529,SALSFW - South Fork Salmon River Weir,Salmon
SALTC,"Salt Creek, tributary to Big Sheep Creek, Imnaha drainage",522.308.032.053,River,17060102,Imnaha,45.19959405,-117.0678851,"SALTC - Salt Creek, tributary to Big Sheep Creek, Imnaha drainage",Lower Snake
SALTRP,Salmon Trap,522.303.103,Trap or Weir,17060209,Lower Salmon,45.66292625,-116.2922111,SALTRP - Salmon Trap,Salmon
SANPR,Sanpoil River,981,River,17020004,Sanpoil,48.33014439,-118.7442895,SANPR - Sanpoil River,Upper Columbia
SANPWF,West Fork Sanpoil River,981.076,River,17020004,Sanpoil,48.51908373,-118.9088823,SANPWF - West Fork Sanpoil River,Upper Columbia
SANTIR,"Santiam River, Oregon",163.174,River,17090005,North Santiam,44.73698555,-123.0578539,"SANTIR - Santiam River, Oregon",Willamette
SATUSC,"Satus Creek, Yakima River",539.112,River,17030003,Lower Yakima,46.18588675,-120.4916573,"SATUSC - Satus Creek, Yakima River",Yakima
SAWT,Sawtooth Hatchery,522.303.617,Hatchery,17060201,Upper Salmon,44.150681,-114.883659,SAWT - Sawtooth Hatchery,Salmon
SAWTRP,Sawtooth Trap,522.303.617,Trap or Weir,17060201,Upper Salmon,44.148,-114.8837,SAWTRP - Sawtooth Trap,Salmon
SCAPPB,"Scappoose Bay, Oregon",139.003,River,17090012,Lower Willamette,45.82220526,-122.8393203,"SCAPPB - Scappoose Bay, Oregon",Willamette
SCAPPC,Scappoose Creek,139.003.004,River,17090012,Lower Willamette,45.79190429,-122.8509442,SCAPPC - Scappoose Creek,Willamette
SCHAFC,"Schafer Creek, Klickitat River Basin",290.063.003,River,17070106,Klickitat,46.03367403,-121.0798625,"SCHAFC - Schafer Creek, Klickitat River Basin",Middle Columbia
SECESR,Secesh River,522.303.215.059,River,17060208,South Fork Salmon,45.15195322,-115.796847,SECESR - Secesh River,Salmon
SECTRP,Secesh River Screw Trap,522.303.215.059.007,Trap or Weir,17060208,South Fork Salmon,45.05943169,-115.7566901,SECTRP - Secesh River Screw Trap,Salmon
SELWY1,Selway River - mouth to Moose Creek (km 0-65),522.224.120.037,River Segment,17060302,Lower Selway,46.04323702,-115.2763758,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),Clearwater
SELWY2,Selway River - Moose Creek to headwaters (km 65-147),522.224.120.037,River Segment,17060301,Upper Selway,45.81005277,-114.7580362,SELWY2 - Selway River - Moose Creek to headwaters (km 65-147),Clearwater
SELWYR,SELWAY RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),522.224.120.037,Archaic,N/A,,,,SELWYR - SELWAY RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),
SERH,"Sea Resources Hatchery (Chinook River, Washington)",6.006,Hatchery,17080006,Lower Columbia,46.269466,-123.931774,"SERH - Sea Resources Hatchery (Chinook River, Washington)",Lower Columbia
SFSRKT,South Fork Salmon Trap at Krassel,522.303.215.063,Trap or Weir,17060208,South Fork Salmon,44.9898,-115.7249,SFSRKT - South Fork Salmon Trap at Krassel,Salmon
SFSTRP,SF Salmon River Trap (Archaic - replaced with SALRSF or KNOXB),522.303.215.118,Archaic,17060208,South Fork Salmon,44.65551546,-115.7023954,SFSTRP - SF Salmon River Trap (Archaic - replaced with SALRSF or KNOXB),Salmon
SGOLDC,"South Fork Gold Creek, Methow River watershed",843.035.002,River,17020008,Methow,48.12502745,-120.1718212,"SGOLDC - South Fork Gold Creek, Methow River watershed",Upper Columbia
SHEEPC,Sheep Creek,522.303.188,River,17060207,Middle Salmon-Chamberlain,45.55673116,-115.7735328,SHEEPC - Sheep Creek,Salmon
SHEPC,"Sheep Creek, Middle Fork Salmon River",522.303.319.049,River,17060206,Lower Middle Fork Salmon,44.92023127,-114.8168634,"SHEPC - Sheep Creek, Middle Fork Salmon River",Salmon
SHERFT,"Sherars Falls Fishway Trap, Deschutes River",328.071,Trap or Weir,17070306,Lower Deschutes,45.2567,-121.0396,"SHERFT - Sherars Falls Fishway Trap, Deschutes River",Deschutes
SHIMC,"Shimmihorn Creek, Umatilla River",465.145.008,River,17070103,Umatilla,45.63136238,-118.1991911,"SHIMC - Shimmihorn Creek, Umatilla River",Middle Columbia
SHINGC,Shingle Creek - tributary to Okanagan River (Canada),858.195,River,17020006,Okanogan,49.50379162,-119.7409678,SHINGC - Shingle Creek - tributary to Okanagan River (Canada),Upper Columbia
SHTIKC,"Shitike Creek, Deschutes River Basin",328.155,River,17070306,Lower Deschutes,44.76429651,-121.5082425,"SHTIKC - Shitike Creek, Deschutes River Basin",Deschutes
SHUTTC,Shuttleworth Creek - tributary to Okanagan River (Canada),858.175,River,17020006,Okanogan,49.33038527,-119.4367104,SHUTTC - Shuttleworth Creek - tributary to Okanagan River (Canada),Upper Columbia
SILVEC,"Silver Creek, tributary to Entiat River",778.053,River,17020010,Upper Columbia-Entiat,47.98769522,-120.5195221,"SILVEC - Silver Creek, tributary to Entiat River",Upper Columbia
SIMCNF,"North Fork Simcoe Creek, Toppenish Creek drainage",539.130.053.030,River,17030003,Lower Yakima,46.4430727,-120.9822484,"SIMCNF - North Fork Simcoe Creek, Toppenish Creek drainage",Yakima
SIMCOC,"Simcoe Creek, Toppenish Creek drainage",539.130.053,River,17030003,Lower Yakima,46.38560946,-120.7490381,"SIMCOC - Simcoe Creek, Toppenish Creek drainage",Yakima
SIMILP,Similkameen Acclimation Pond (replaces archaic SIMP),858.119.008,Acclimation Pond,17020007,Similkameen,48.92045594,-119.4435368,SIMILP - Similkameen Acclimation Pond (replaces archaic SIMP),Upper Columbia
SIMILR,Similkameen River,858.119,River,17020007,Similkameen,48.9860702,-119.6130053,SIMILR - Similkameen River,Upper Columbia
SIMP,Similkameen Pond (Archaic - replaced by SIMILP),941.121.008,Archaic,17020007,Similkameen,48.92045594,-119.4435368,SIMP - Similkameen Pond (Archaic - replaced by SIMILP),Upper Columbia
SKA,Skaha Dam,858.177,Dam,17020006,Okanogan,49.34450327,-119.5800792,SKA - Skaha Dam,Upper Columbia
SKAHAL,Skaha Lake,858.18,Other,17020006,Okanogan,49.41009661,-119.585414,SKAHAL - Skaha Lake,Upper Columbia
SKAM,"Skamania Hatchery, WDFW",193.024.001,Hatchery,17080001,Lower Columbia-Sandy,45.62138561,-122.2172366,"SKAM - Skamania Hatchery, WDFW",Lower Columbia
SKATAL,SKA - Release into the Tailrace within 0.5 km downstream of Dam,858.177,Intra-Dam Release Site,17020006,Okanogan,49.34450327,-119.5800792,SKATAL - SKA - Release into the Tailrace within 0.5 km downstream of Dam,Upper Columbia
SKIPAR,Skipanon River,13.003,River,17080006,Lower Columbia,46.13350933,-123.9209049,SKIPAR - Skipanon River,Lower Columbia
SKIPAW,Skipanon Waterway,13,River,17080006,Lower Columbia,46.1763885,-123.9108219,SKIPAW - Skipanon Waterway,Lower Columbia
SKOKNF,North Fork Skokomish River,***,River,17110017,Skokomish,47.48818074,-123.2893579,SKOKNF - North Fork Skokomish River,Puget Sound
SLAT2C,"Slate Creek, upper Salmon River",522.303.576,River,17060201,Upper Salmon,44.19232657,-114.6066948,"SLAT2C - Slate Creek, upper Salmon River",Salmon
SLATEC,"Slate Creek, lower Salmon River",522.303.106,River,17060209,Lower Salmon,45.63206227,-116.0890618,"SLATEC - Slate Creek, lower Salmon River",Salmon
SLFTIS,Sheepy Lake Floating Tern Island,___,Avian Colony,18010204,Lost,41.96765,-121.791819,SLFTIS - Sheepy Lake Floating Tern Island,Klamath
SMILEC,Smiley Creek,522.303.644,River,17060201,Upper Salmon,43.85300035,-114.8077334,SMILEC - Smiley Creek,Salmon
SMITHC,"Smith Creek, Big Creek watershed, MF Salmon River",522.303.319.029.054,River,17060206,Lower Middle Fork Salmon,45.18553242,-115.3585971,"SMITHC - Smith Creek, Big Creek watershed, MF Salmon River",Salmon
SNAKE1,Snake River - mouth to Palouse River (km 0-96),522,River Segment,17060110,Lower Snake,46.43188133,-118.6385579,SNAKE1 - Snake River - mouth to Palouse River (km 0-96),Lower Snake
SNAKE2,Snake River - Palouse River to Clearwater River (km 96-224),522,River Segment,17060107,Lower Snake-Tucannon,46.68054982,-117.5501223,SNAKE2 - Snake River - Palouse River to Clearwater River (km 96-224),Lower Snake
SNAKE3,Snake River - Clearwater River to Salmon River (km 224-303),522,River Segment,17060103,Lower Snake-Asotin,46.13398369,-116.9383294,SNAKE3 - Snake River - Clearwater River to Salmon River (km 224-303),Lower Snake
SNAKE4,Snake River - Salmon River to Hells Canyon Dam (km 303-397),522,River Segment,17060101,Hells Canyon,45.59520995,-116.4701414,SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397),Lower Snake
SNAKER,SNAKE RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),522,Archaic,N/A,,,,SNAKER - SNAKE RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),
SNANAC,South Nanamkin Creek - tributary to Sanpoil River,981.053,River,17020004,Sanpoil,48.27214359,-118.7821108,SNANAC - South Nanamkin Creek - tributary to Sanpoil River,Upper Columbia
SNDTAP,"Sandtrap Acc. Ponds, EF Hood River",273.023.010,Acclimation Pond,17070105,Middle Columbia-Hood,45.51539521,-121.5660082,"SNDTAP - Sandtrap Acc. Ponds, EF Hood River",Middle Columbia
SNKTRP,Snake Trap,522.225,Trap or Weir,17060103,Lower Snake-Asotin,46.42069691,-117.0358506,SNKTRP - Snake Trap,Lower Snake
SNOSLC,"Snowslide Creek, Big Creek watershed, MF Salmon River",522.303.319.029.038.009,River,17060206,Lower Middle Fork Salmon,45.06561384,-115.2148468,"SNOSLC - Snowslide Creek, Big Creek watershed, MF Salmon River",Salmon
SNYDEC,"Snyder Creek, Klickitat River",290.023,River,17070106,Klickitat,45.84182896,-121.219142,"SNYDEC - Snyder Creek, Klickitat River",Middle Columbia
SPRAGL,"Sprague Lake, Washington",___,Avian Colony,17060108,Palouse,47.24673994,-118.0848562,"SPRAGL - Sprague Lake, Washington",Lower Snake
SPRC,Spring Creek National Fish Hatchery,269,Hatchery,17070105,Middle Columbia-Hood,45.7279,-121.5432,SPRC - Spring Creek National Fish Hatchery,Middle Columbia
SPRF,Springfield Fish Hatchery,*,Hatchery,17040206,American Falls,43.0609,-112.6581,SPRF - Springfield Fish Hatchery,Upper Snake
SQAW2C,"Squaw Creek, Salmon River",522.303.564,River,17060201,Upper Salmon,44.35190469,-114.4830236,"SQAW2C - Squaw Creek, Salmon River",Salmon
SQAW3C,"Squaw Creek, Rock Creek (WA) watershed, Columbia River",368.014,River,17070101,Middle Columbia-Lake Wallula,45.87467658,-120.43315,"SQAW3C - Squaw Creek, Rock Creek (WA) watershed, Columbia River",Middle Columbia
SQAW4C,"Squaw Creek, Middle Fork John Day River Basin",351.298.052.114,River,17070203,Middle Fork John Day,44.53194586,-118.4080908,"SQAW4C - Squaw Creek, Middle Fork John Day River Basin",John Day
SQAWC,"Squaw Creek, Umatilla River",465.124,River,17070103,Umatilla,45.61992836,-118.4203261,"SQAWC - Squaw Creek, Umatilla River",Middle Columbia
SQUAWC,"Squaw Creek, Lochsa River",522.224.120.037.096,River,17060303,Lochsa,46.54077149,-114.8631231,"SQUAWC - Squaw Creek, Lochsa River",Clearwater
SQUAWP,Squaw Creek Acclimation Pond,522.303.564.001,Acclimation Pond,17060201,Upper Salmon,44.258,-114.4573,SQUAWP - Squaw Creek Acclimation Pond,Salmon
SSANTR,"South Santiam River, Oregon",163.174.019,River,17090006,South Santiam,44.4011203,-122.7378614,"SSANTR - South Santiam River, Oregon",Willamette
SSD,Sunnyside Dam,539.167,Dam,17030003,Lower Yakima,46.49766247,-120.4449712,SSD - Sunnyside Dam,Yakima
SSDSRR,SSD - Release into the Separator Return Flume/Pipe with Direct Return to the River,539.167,Intra-Dam Release Site,17030003,Lower Yakima,46.49766247,-120.4449712,SSDSRR - SSD - Release into the Separator Return Flume/Pipe with Direct Return to the River,Yakima
SSDTAL,SSD - Release into the Tailrace within 0.5 km downstream of Dam,539.167,Intra-Dam Release Site,17030003,Lower Yakima,46.49766247,-120.4449712,SSDTAL - SSD - Release into the Tailrace within 0.5 km downstream of Dam,Yakima
SSIDEC,Sunnyside Canal - headgate to diversion screen (km 000-001),539.167,River,17030003,Lower Yakima,46.49780484,-120.4428715,SSIDEC - Sunnyside Canal - headgate to diversion screen (km 000-001),Yakima
SSIDES,Sunnyside Screen (Archaic - use SSIDEC),539.167.001,Archaic,17030003,Lower Yakima,,,SSIDES - Sunnyside Screen (Archaic - use SSIDEC),Yakima
STANLC,Stanley Lake Creek,522.303.609.009,River,17060201,Upper Salmon,44.23371732,-115.0869809,STANLC - Stanley Lake Creek,Salmon
STANLE,Stanley; Gage 2945 (Archaic - use SALR4),522.303.609,Archaic,17060201,Upper Salmon,,,STANLE - Stanley; Gage 2945 (Archaic - use SALR4),Salmon
STAPAC,"Stapaloop Creek, in Okanogan River basin",858.052.022,River,17020006,Okanogan,48.40593285,-119.2703461,"STAPAC - Stapaloop Creek, in Okanogan River basin",Upper Columbia
STMARP,St Marys Acclimation Pond,858.052.010,Acclimation Pond,17020006,Okanogan,48.36633579,-119.4456335,STMARP - St Marys Acclimation Pond,Upper Columbia
STOLP,Stolle Pond,522.303.215.125,Acclimation Pond,17060208,South Fork Salmon,44.63087217,-115.6969235,STOLP - Stolle Pond,Salmon
STOR2C,"Stormy Creek, tributary to Entiat River",778.031,River,17020010,Upper Columbia-Entiat,47.85226195,-120.3681433,"STOR2C - Stormy Creek, tributary to Entiat River",Upper Columbia
STORMC,Storm Creek,522.224.120.037.113.016,River,17060303,Lochsa,46.51937968,-114.4950439,STORMC - Storm Creek,Clearwater
SUGARC,"Sugar Creek, SF Salmon River Basin",522.303.215.060.043,River,17060208,South Fork Salmon,44.94728893,-115.2795318,"SUGARC - Sugar Creek, SF Salmon River Basin",Salmon
SUL,"Sullivan Hydroelectric Plant, Willamette Falls",163.043,Dam,17090007,Middle Willamette,45.3531189,-122.6178894,"SUL - Sullivan Hydroelectric Plant, Willamette Falls",Willamette
SULBPS,SUL - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.3531189,-122.6178894,SULBPS - SUL - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,Willamette
SULBYP,SUL - Release into the Facility Bypass Flume/Pipe,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.3531189,-122.6178894,SULBYP - SUL - Release into the Facility Bypass Flume/Pipe,Willamette
SULFBY,SUL - Release into the Forebay within 0.5 km upstream of Dam,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.3531189,-122.6178894,SULFBY - SUL - Release into the Forebay within 0.5 km upstream of Dam,Willamette
SULFDS,SUL - Release above the Fish Diversion Screen,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.3531189,-122.6178894,SULFDS - SUL - Release above the Fish Diversion Screen,Willamette
SULFUC,"Sulphur Creek, Middle Fork Salmon River",522.303.319.150,River,17060205,Upper Middle Fork Salmon,44.54784745,-115.4021483,"SULFUC - Sulphur Creek, Middle Fork Salmon River",Salmon
SULSEP,SUL - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.3531189,-122.6178894,SULSEP - SUL - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,Willamette
SULTRB,SUL - Release into Turbine(s),163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.3531189,-122.6178894,SULTRB - SUL - Release into Turbine(s),Willamette
SUMI2C,"Summit Creek, Middle Fork John Day River Basin",351.298.052.114,River,17070203,Middle Fork John Day,44.57519409,-118.3698633,"SUMI2C - Summit Creek, Middle Fork John Day River Basin",John Day
SUMI3C,"Summit Creek, Klickitat River Basin",290.06,River,17070106,Klickitat,46.03962326,-121.0197809,"SUMI3C - Summit Creek, Klickitat River Basin",Middle Columbia
SUMITC,"Summit Creek, Secesh River Basin",522.303.215.059.045,River,17060208,South Fork Salmon,45.20762581,-115.9454983,"SUMITC - Summit Creek, Secesh River Basin",Salmon
SWALEC,Swale Creek - tributary to Klickitat River,290.028,River,17070106,Klickitat,45.73176,-120.9473974,SWALEC - Swale Creek - tributary to Klickitat River,Middle Columbia
SWAUKC,"Swauk Creek, tributary to Yakima River",539.274,River,17030001,Upper Yakima,47.25553362,-120.6955103,"SWAUKC - Swauk Creek, tributary to Yakima River",Yakima
SWEETC,"Sweetwater Creek, Lapwai Creek watershed",522.224.019.010,River,17060306,Clearwater,46.31884978,-116.8466526,"SWEETC - Sweetwater Creek, Lapwai Creek watershed",Clearwater
SWLWPK,"Swallows Park, Snake River at Clarkston, WA.",522.229,Avian Colony,17060103,Lower Snake-Asotin,46.38465813,-117.046703,"SWLWPK - Swallows Park, Snake River at Clarkston, WA.",Lower Snake
SWSP,Sweetwater Springs Rearing Facility,*,Acclimation Pond,17060306,Clearwater,46.2296,-116.8535,SWSP - Sweetwater Springs Rearing Facility,Clearwater
TANEUC,"Taneum Creek, Yakima River Basin",539.271,River,17030001,Upper Yakima,47.08971061,-120.820064,"TANEUC - Taneum Creek, Yakima River Basin",Yakima
TANNEC,"Tanner Creek, Columbia River below Bonneville Dam",232,River,17080001,Lower Columbia-Sandy,45.58951503,-121.9449718,"TANNEC - Tanner Creek, Columbia River below Bonneville Dam",Lower Columbia
TDA,The Dalles Dam,308,Dam,17070105,Middle Columbia-Hood,45.61364263,-121.1334304,TDA - The Dalles Dam,Middle Columbia
TDAICE,TDA - Release into the Ice/Trash Sluiceway,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.61364263,-121.1334304,TDAICE - TDA - Release into the Ice/Trash Sluiceway,Middle Columbia
TDAMRT,TDA - Mortality Recovery,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.61364263,-121.1334304,TDAMRT - TDA - Mortality Recovery,Middle Columbia
TDASPF,TDA - Release into the Forebay within 0.5 km upstream of Spillway,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.61364263,-121.1334304,TDASPF - TDA - Release into the Forebay within 0.5 km upstream of Spillway,Middle Columbia
TDASPL,TDA - Release directly into Spill Bay(s),308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.61364263,-121.1334304,TDASPL - TDA - Release directly into Spill Bay(s),Middle Columbia
TDASPT,TDA - Release into the Tailrace within 0.5 km downstream of Spillway,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.61364263,-121.1334304,TDASPT - TDA - Release into the Tailrace within 0.5 km downstream of Spillway,Middle Columbia
TDATAL,TDA - Release into the Tailrace within 0.5 km downstream of Dam,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.61364263,-121.1334304,TDATAL - TDA - Release into the Tailrace within 0.5 km downstream of Dam,Middle Columbia
TDATRB,TDA - Release into Turbine(s),308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.61364263,-121.1334304,TDATRB - TDA - Release into Turbine(s),Middle Columbia
TEANAR,Teanaway River,539.284,River,17030001,Upper Yakima,47.22303995,-120.7973974,TEANAR - Teanaway River,Yakima
TENMC2,"Tenmile Creek, tributary to Snake River",522.237,River,17060103,Lower Snake-Asotin,46.19525036,-117.0418542,"TENMC2 - Tenmile Creek, tributary to Snake River",Lower Snake
TENMIC,Tenmile Creek,522.224.120.076,River,17060305,South Fork Clearwater,45.71298948,-115.6749896,TENMIC - Tenmile Creek,Clearwater
TENNAI,"Tenasillahe Island, lower Columbia River",60,Other,17080003,Lower Columbia-Clatskanie,46.22720526,-123.454245,"TENNAI - Tenasillahe Island, lower Columbia River",Lower Columbia
TEPEEC,"Tepee Creek, Klickitat River Basin",290.063.016,River,17070106,Klickitat,46.18079204,-121.0245924,"TEPEEC - Tepee Creek, Klickitat River Basin",Middle Columbia
TEPEEF,"East Fork Tepee Creek, Klickitat River Basin",290.063.016.005,River,17070106,Klickitat,46.16950435,-121.0165227,"TEPEEF - East Fork Tepee Creek, Klickitat River Basin",Middle Columbia
TEXASC,"Texas Creek, Lemhi River Basin",522.303.416.092,River,17060204,Lemhi,44.55331859,-113.3228565,"TEXASC - Texas Creek, Lemhi River Basin",Salmon
TEXC,"Tex Creek, South Fork John Day River Basin",351.341.027.025,River,17070201,Upper John Day,44.29608823,-119.2445296,"TEXC - Tex Creek, South Fork John Day River Basin",John Day
THOMC,"Thomas Creek, Umatilla River",465.145.005,River,17070103,Umatilla,45.6623828,-118.1634018,"THOMC - Thomas Creek, Umatilla River",Middle Columbia
THOP,Thornhollow Acclimation Pond,465.113,Acclimation Pond,17070103,Umatilla,45.68458424,-118.4553109,THOP - Thornhollow Acclimation Pond,Middle Columbia
TILLIC,"Tillicum Creek, tributary to Mad River",778.017.003,River,17020010,Upper Columbia-Entiat,47.72329448,-120.4586716,"TILLIC - Tillicum Creek, tributary to Mad River",Upper Columbia
TMF,Three Mile Falls Dam (Umatilla River),465.005,Dam,17070103,Umatilla,45.88201808,-119.3244196,TMF - Three Mile Falls Dam (Umatilla River),Middle Columbia
TMFFBY,TMF - Release into the Forebay within 0.5 km upstream of Dam,465.005,Intra-Dam Release Site,17070103,Umatilla,45.88201808,-119.3244196,TMFFBY - TMF - Release into the Forebay within 0.5 km upstream of Dam,Middle Columbia
TMFTAL,TMF - Release into the Tailrace within 0.5 km downstream of Dam,465.005,Intra-Dam Release Site,17070103,Umatilla,45.88201808,-119.3244196,TMFTAL - TMF - Release into the Tailrace within 0.5 km downstream of Dam,Middle Columbia
TONASC,Tonasket Creek - tributary to Okanogan River,858.129,River,17020006,Okanogan,48.9247013,-119.29307,TONASC - Tonasket Creek - tributary to Okanogan River,Upper Columbia
